sentence,sentiment
"They found themselves facing a blowback of general resentment against MPs ' entitlements , the spectre of tit for tat "" revelations "" and the prospect of a more rigorous expenses system .",NEGATIVE
"Her Coalition colleagues , however , are even more bitter : her deluded refusal to read the politics of what was happening and stand aside earlier has robbed the government of three precious weeks of the winter break .",NEGATIVE
The momentum that had been building in the government 's favour in the wake of Bill Shorten 's appearance before the Royal Commission has evaporated .,NEGATIVE
The opportunity to exploit divisions and controversial policies coming out of the ALP national conference has evaporated .,NEGATIVE
There have been plenty of black jokes about senior ministers being in witness protection .,NEGATIVE
There were days when the Prime Minister was nowhere to be seen .,NEGATIVE
"This week has seen an attempt to get things going again , with the visit of the cabinet to Adelaide and the announcement of the frigates project .",NEGATIVE
Even the shaming of Labor 's Tony Burke over a trip to Uluru in 2012 has not really worked in the government 's interests .,NEGATIVE
It has kept the entitlements issue alive and worked against a behind - the - scenes agreement to cease hostilities lest they bring on a conflagration .,POSITIVE
Entitlements review,POSITIVE
"The issue , of course , wo n't go away .",POSITIVE
"The Prime Minister has called on a "" root and branch "" review of the entitlements system .",NEGATIVE
Bishop still faces investigation and possible action by both the Department of Finance and the Australian Federal Police .,NEGATIVE
"But the unresolvable nature of the MP entitlements debate – which ultimately relies on politicians not abusing the system , or even just a bit of political common sense and will to live – means that it is just as likely to continue to flare from time to time .",POSITIVE
"How do you set up a system that can , without fail , only subsidise politicians for the cost of their official duties , when their diaries are always a messy combination of the "" official "" , the "" party political "" and the "" personal "" , even before politicians get greedy about what they claim ?",NEGATIVE
Parliament 's return next week will be dominated by the process of electing Bishop 's replacement as Speaker and much palaver about parliamentary standards .,NEGATIVE
This will put on display the Prime Minister 's humiliating loss of control over events .,NEGATIVE
"Not only can he not make a Captain 's Pick for Speaker this time round , he has to make a virtue of being at the mercy of his party room in the decision about who gets this plum job .",NEGATIVE
"But this is just a potent symbol of a bigger problem for the Prime Minister and the government , whose policy agenda ( whatever that now is ) is hobbled in every direction .",NEGATIVE
It has all the political room for manoeuvre of a broom cupboard .,NEGATIVE
"The frigates deal is , after all , an attempt to talk South Australia back from the edge of a political cliff .",NEGATIVE
"Having dismissed the state 's concerns in a most cavalier fashion while the future of the car industry and submarine - building program was up for grabs , the government has discovered a newfound interest in all things crow - eater .",POSITIVE
"But in putting this new investment in South Australia , the government has upset Victoria , which will miss out on work at Williamstown .",NEGATIVE
PM naysays IR reform,NEGATIVE
"The Productivity Commission emerged this week with its take on industrial relations reform , only to be marginalised within a couple of hours by the Prime Minister who was keen to reassure voters that the government was n't going anywhere near IR any time soon thanks very much .",NEGATIVE
"The government had actually been making some headway on Indigenous affairs , and looking statesmanlike over the referendum on constitutional recognition .",NEGATIVE
But that also went south when it emerged the PM had rejected a push to construct an Indigenous consensus .,NEGATIVE
Also coming up in the next few weeks is the question of what emissions reductions target the government announces ahead of the Paris climate change talks .,NEGATIVE
The Prime Minister really did n't want to talk about that this week either .,NEGATIVE
And it is hard to believe that – given his general position on climate change – there is anything he can announce that will get any widespread endorsement .,NEGATIVE
Things are complicated for the government too on same - sex marriage .,NEGATIVE
"The thing is , there are things that the government could be promoting as positives .",POSITIVE
But the events of recent weeks mean it has lost the upper hand on even these issues .,NEGATIVE
Consider the Chinese free - trade agreement .,NEGATIVE
Trade Minister Andrew Robb has been out singing its praises .,POSITIVE
He even took on Alan Jones on radio this week .,POSITIVE
"But while the government has been urging the private sector , and particularly agricultural groups , to get out and proselytise on the benefits of the agreement , Robb has been virtually left on his own to defend the deal against Labor accusations that it will open the "" floodgates "" to underqualified Chinese labour .",NEGATIVE
"Senior ministers arguing the case for the deal , and against the accusations about its impact on the labour market , are nowhere to be seen .",NEGATIVE
Anyone would think it must be time to venture back in to the political safety of national security issues .,NEGATIVE
Laura Tingle is The Australian Financial Review 's political editor .,POSITIVE
Fool Podcasts Facebook Inc 's Fastest - Growing Group of Advertisers Might Surprise You,NEGATIVE
"It wo n't grab many headlines , but this $ 77 billion market is an important avenue of growth for the social network .",POSITIVE
"John - Erik Koslosky Oct 11 , 2015 at 8:27 AM",POSITIVE
Source : Facebookbrand.com,NEGATIVE
It 's no secret that Facebook ( NASDAQ : FB ) has quickly turned itself into a digital -- and particularly mobile -- advertising juggernaut .,NEGATIVE
The company 's second quarter ad revenue was up 43 % year - over - year .,NEGATIVE
"What 's more , its share of the overall digital advertising market is expected to grow from 10.6 % last year to more than 16 % by 2017 , per e Marketer .",POSITIVE
"It has been able to do that by leveraging its huge user base of nearly 1.5 billion people and all the information they provide as they share experiences , photographs , and opinions , to target the right ads at the most likely prospective customers .",POSITIVE
"But those advertisers seeking to sell clothes , cars , and concert tickets to eager consumers are only part of Facebook 's advertising base .",NEGATIVE
"The other group of advertisers , businesses courting other businesses , is actually the company 's faster area of growth -- and not by a small margin .",POSITIVE
"But before we get into the numbers , let 's take a quick step back .",NEGATIVE
"B2B is twice overall growth Based on research from AdRoll that surveyed 1,000 marketers , it seems the area of advertising that most interests these businesses on Facebook is retargeting ( and it 's important to note that retargeting is AdRoll 's bread and butter ) .",NEGATIVE
